"time";"prices";"quantities";"retID";"description";"retailer_code";"EAN_code";"category";"subcategory"
2025-05-21;5,53;46;"02-936";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;6,82;48;"02-936";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;5,47;128;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-05-21;5,91;316;"01-460";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-05-21;5,47;48;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;17,22;16;"02-183";"czarny ryż pełnoziarnisty 500g riso scotti";163332;8001860187735;"RICE";"long-grain rice"
2025-05-21;12,52;16;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-05-21;6,81;48;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;5,91;95;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-05-21;21,22;17;"02-127";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-05-21;2,83;287;"01-460";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-05-21;5,91;219;"01-460";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;3,81;287;"01-460";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-05-21;3,42;100;"02-127";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-05-21;5,51;754;"01-460";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-05-21;6,22;19;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-05-21;3,99;614;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;15,02;21;"02-183";"ryż jaśminowy 1kg gourmet";516740;8851613005737;"RICE";"long-grain rice"
2025-05-21;5,47;95;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-05-21;20,22;38;"01-460";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-05-21;5,91;614;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;4,31;23;"02-127";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-05-21;5,51;130;"02-936";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-05-21;7,02;60;"02-127";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-05-21;5,51;66;"02-183";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-05-21;4,21;309;"01-460";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-05-21;5,91;133;"02-183";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;3,52;476;"01-460";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-05-21;6,52;147;"02-936";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-05-21;7,72;33;"02-183";"ryż długoziarnisty 1kg halina";97869;5906936000112;"RICE";"long-grain rice"
2025-05-21;11,92;40;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-05-21;3,22;23;"02-127";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-05-21;3,81;128;"02-183";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-05-21;7,72;70;"02-183";"ryż basmati 500g 500g lestello";971559;5902609000472;"RICE";"long-grain rice"
2025-05-21;6,51;614;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;17,21;24;"01-460";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"long-grain rice"
2025-05-21;12,19;26;"01-460";"ryż do risotto arborio 500g riso scotti";181269;8001860201516;"RICE";"long-grain rice"
2025-05-21;8,42;40;"02-127";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;16,02;29;"02-183";"ryż risotto 1kg gallo";467267;8001420010930;"RICE";"long-grain rice"
2025-05-21;4,31;167;"01-460";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-05-21;8,11;14;"02-183";"ryż czarny jaśminowy 2x100g sonko";626889;5902180700105;"RICE";"long-grain rice"
2025-05-21;5,91;48;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;7,02;31;"01-460";"p/z ryż basmati 4x100g cenos";713630;5900977010789;"RICE";"long-grain rice"
2025-05-21;4,32;167;"01-460";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-05-21;4,42;24;"02-936";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-05-21;14,42;27;"01-460";"ryż risotto 500g ben's";166026;5410673007780;"RICE";"long-grain rice"
2025-05-21;6,22;48;"02-936";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-05-21;5,83;264;"01-460";"ryż jaśminowy 4x100g cenos";444991;5900977005525;"RICE";"long-grain rice"
2025-05-21;3,81;88;"02-127";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-05-21;17,22;17;"01-460";"czarny ryż pełnoziarnisty 500g riso scotti";163332;8001860187735;"RICE";"long-grain rice"
2025-05-21;12,52;14;"02-183";"ryż do risotto arborio 500g riso scotti";181269;8001860201516;"RICE";"long-grain rice"
2025-05-21;7,51;62;"02-183";"ryż basmati 4x100g sonko";267498;5902180160602;"RICE";"long-grain rice"
2025-05-21;3,52;196;"02-936";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-05-21;14,52;29;"02-183";"ryż risotto 1kg gallo";467267;8001420010930;"RICE";"long-grain rice"
2025-05-21;6,72;74;"02-183";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-05-21;12,52;16;"02-127";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-05-21;14,12;17;"02-127";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-05-21;7,02;36;"02-183";"p/z ryż basmati 4x100g cenos";713630;5900977010789;"RICE";"long-grain rice"
2025-05-21;5,53;40;"02-127";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;6,71;128;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-05-21;5,83;48;"02-183";"ryż jaśminowy 4x100g cenos";444991;5900977005525;"RICE";"long-grain rice"
2025-05-21;6,72;147;"02-936";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-05-21;6,22;110;"02-936";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-05-21;5,47;219;"01-460";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-05-21;6,52;74;"02-183";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-05-21;6,92;40;"01-460";"p/z ryż jaśminowy 4x100g cenos";713493;5900977010741;"RICE";"long-grain rice"
2025-06-21;4,86;443;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-06-21;3,52;14;"02-183";"ryż biały długoziarnisty 4x100g  mp";384187;5902609000564;"RICE";"long-grain rice"
2025-06-21;3,81;136;"02-936";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-06-21;3,09;38;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;6,22;39;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-06-21;6,71;75;"02-183";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-06-21;6,82;92;"02-127";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-06-21;5,83;46;"02-183";"ryż jaśminowy 4x100g cenos";444991;5900977005525;"RICE";"long-grain rice"
2025-06-21;5,91;68;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-06-21;20,22;30;"02-183";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;3,52;176;"02-183";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;20,22;42;"01-460";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;15,02;28;"02-183";"ryż jaśminowy 1kg gourmet";516740;8851613005737;"RICE";"long-grain rice"
2025-06-21;13,42;26;"02-183";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-06-21;4,21;173;"02-183";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;5,51;160;"02-183";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-06-21;16,02;29;"02-183";"ryż risotto 1kg gallo";467267;8001420010930;"RICE";"long-grain rice"
2025-06-21;4,21;22;"02-936";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;3,52;20;"02-127";"ryż biały długoziarnisty 4x100g  mp";384187;5902609000564;"RICE";"long-grain rice"
2025-06-21;7,02;32;"01-460";"p/z ryż basmati 4x100g cenos";713630;5900977010789;"RICE";"long-grain rice"
2025-06-21;3,52;548;"01-460";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;13,42;19;"02-183";"ryż basmatti 500g ben's";166097;5410673007308;"RICE";"long-grain rice"
2025-06-21;7,22;49;"02-127";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;5,91;39;"02-183";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-06-21;6,71;443;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-06-21;17,02;53;"01-460";"ryz jaśminowy tajski 1kg smart chef";642251;850164000503;"RICE";"long-grain rice"
2025-06-21;8,88;28;"01-460";"czarny ryż pełnoziarnisty 500g riso scotti";163332;8001860187735;"RICE";"long-grain rice"
2025-06-21;7,33;173;"02-183";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;17,92;30;"02-183";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;8,42;30;"02-936";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;3,93;479;"01-460";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;4,42;22;"02-936";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;13,42;38;"01-460";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-06-21;6,72;112;"02-127";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-06-21;7,51;148;"01-460";"ryż basmati 4x100g sonko";267498;5902180160602;"RICE";"long-grain rice"
2025-06-21;3,52;147;"02-936";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;4,21;479;"01-460";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;6,72;435;"01-460";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-06-21;5,51;83;"02-127";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-06-21;8,42;33;"02-127";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;6,71;188;"01-460";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;12,52;19;"02-936";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-06-21;10,52;62;"01-460";")ryż do paella długoziarnisty 1kg arroz cebolla";380285;8410657103016;"RICE";"long-grain rice"
2025-06-21;6,71;83;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;4,1;479;"01-460";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;6,82;83;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;5,51;145;"02-936";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-06-21;6,72;86;"02-183";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-06-21;5,21;30;"02-936";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;18,92;19;"02-127";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;17,02;38;"02-183";"ryz jaśminowy tajski 1kg smart chef";642251;850164000503;"RICE";"long-grain rice"
2025-06-21;4,32;30;"02-183";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-06-21;11,92;25;"02-183";"ryż długoziarnisty 500g ben's";166138;5410673007728;"RICE";"long-grain rice"
2025-06-21;6,81;156;"01-460";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;2,62;548;"01-460";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;3,93;173;"02-183";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;7,51;53;"02-183";"ryż basmati 4x100g sonko";267498;5902180160602;"RICE";"long-grain rice"
2025-06-21;6,72;123;"02-936";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-06-21;6,82;188;"01-460";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;11,92;41;"01-460";"ryż długoziarnisty 500g ben's";166138;5410673007728;"RICE";"long-grain rice"
2025-06-21;6,81;38;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;8,11;43;"01-460";"ryż czarny jaśminowy 2x100g sonko";626889;5902180700105;"RICE";"long-grain rice"
2025-06-21;6,82;55;"02-936";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-06-21;1,81;38;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;6,22;20;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-06-21;12,07;53;"01-460";"ryz jaśminowy tajski 1kg smart chef";642251;850164000503;"RICE";"long-grain rice"
2025-06-21;5,83;203;"01-460";"ryż jaśminowy 4x100g cenos";444991;5900977005525;"RICE";"long-grain rice"
2025-06-21;17,21;18;"01-460";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"long-grain rice"
2025-06-21;6,82;49;"02-127";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;14,12;20;"02-127";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-06-21;7,33;479;"01-460";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;7,02;40;"02-183";"p/z ryż basmati 4x100g cenos";713630;5900977010789;"RICE";"long-grain rice"
2025-06-21;4,02;719;"01-460";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-06-21;3,42;548;"01-460";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;7,22;112;"02-936";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;14,42;25;"01-460";"ryż risotto 500g ben's";166026;5410673007780;"RICE";"long-grain rice"
2025-06-21;17,92;42;"01-460";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;6,92;19;"02-183";"p/z ryż jaśminowy 4x100g cenos";713493;5900977010741;"RICE";"long-grain rice"
2025-06-21;11,92;26;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-06-21;3,52;28;"02-936";"ryż biały długoziarnisty 4x100g  mp";384187;5902609000564;"RICE";"long-grain rice"
2025-06-21;21,22;19;"02-127";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;7,72;225;"01-460";"ryż basmati 500g 500g lestello";971559;5902609000472;"RICE";"long-grain rice"
2025-06-21;13,42;31;"01-460";"ryż basmatti 500g ben's";166097;5410673007308;"RICE";"long-grain rice"
2025-06-21;7,22;30;"02-936";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;17,21;14;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"long-grain rice"
2025-06-21;3,81;82;"02-183";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-06-21;10,52;39;"02-183";")ryż do paella długoziarnisty 1kg arroz cebolla";380285;8410657103016;"RICE";"long-grain rice"
2025-06-21;8,11;21;"02-183";"ryż czarny jaśminowy 2x100g sonko";626889;5902180700105;"RICE";"long-grain rice"
2025-06-21;3,81;89;"02-127";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-06-21;3,81;258;"01-460";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-06-21;14,12;16;"01-460";"ryż do risotto arborio 500g riso scotti";181269;8001860201516;"RICE";"long-grain rice"
2025-06-21;17,22;28;"01-460";"czarny ryż pełnoziarnisty 500g riso scotti";163332;8001860187735;"RICE";"long-grain rice"
2025-06-21;6,92;35;"01-460";"p/z ryż jaśminowy 4x100g cenos";713493;5900977010741;"RICE";"long-grain rice"
2025-06-21;3,22;17;"02-936";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-06-21;16,02;31;"01-460";"ryż risotto 1kg gallo";467267;8001420010930;"RICE";"long-grain rice"
2025-06-21;14,12;14;"02-183";"ryż do risotto arborio 500g riso scotti";181269;8001860201516;"RICE";"long-grain rice"
2025-06-21;7,52;62;"01-460";")ryż do paella długoziarnisty 1kg arroz cebolla";380285;8410657103016;"RICE";"long-grain rice"
2025-06-21;3,42;104;"02-127";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;15,02;54;"01-460";"ryż jaśminowy 1kg gourmet";516740;8851613005737;"RICE";"long-grain rice"
2025-06-21;11,92;23;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-06-21;7,22;33;"02-127";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-06-21;3,25;22;"02-936";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-06-21;18,92;21;"02-936";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-06-21;17,22;13;"02-183";"czarny ryż pełnoziarnisty 500g riso scotti";163332;8001860187735;"RICE";"long-grain rice"
2025-06-21;5,51;719;"01-460";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-06-21;12,52;16;"02-127";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-06-21;6,52;19;"02-183";"p/z ryż jaśminowy 4x100g cenos";713493;5900977010741;"RICE";"long-grain rice"
2025-06-21;14,12;13;"02-936";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-06-21;3,52;104;"02-127";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-06-21;7,72;73;"02-183";"ryż basmati 500g 500g lestello";971559;5902609000472;"RICE";"long-grain rice"
2025-06-21;6,82;112;"02-936";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-06-21;14,42;13;"02-183";"ryż risotto 500g ben's";166026;5410673007780;"RICE";"long-grain rice"
2025-06-21;21,22;21;"02-936";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;4,93;131;"01-460";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-07-21;5,91;57;"01-460";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-07-21;3,52;29;"02-127";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-07-21;14,42;14;"02-183";"ryż risotto 500g ben's";166026;5410673007780;"RICE";"long-grain rice"
2025-07-21;6,82;105;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-07-21;5,52;443;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-07-21;7,22;28;"02-936";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-07-21;14,12;16;"02-936";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-07-21;5,52;94;"02-183";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-07-21;11,92;36;"01-460";"ryż długoziarnisty 500g ben's";166138;5410673007728;"RICE";"long-grain rice"
2025-07-21;4,42;28;"02-936";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-07-21;5,52;54;"02-127";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-07-21;3,52;20;"02-936";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-07-21;16,02;21;"02-183";"ryż risotto 1kg gallo";467267;8001420010930;"RICE";"long-grain rice"
2025-07-21;4,32;21;"02-183";"ryż biały długoziarnisty halina";129899;5906936000136;"RICE";"long-grain rice"
2025-07-21;6,22;20;"02-127";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-07-21;11,92;17;"02-183";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-07-21;6,52;13;"02-183";"p/z ryż jaśminowy 4x100g cenos";713493;5900977010741;"RICE";"long-grain rice"
2025-07-21;13,42;23;"02-183";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-07-21;6,71;443;"01-460";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-07-21;5,51;77;"02-127";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-07-21;5,52;97;"02-936";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-07-21;17,21;15;"02-183";"ryż czarny pełnoziarnisty 500g gallo";530744;8001420002782;"RICE";"long-grain rice"
2025-07-21;22,52;18;"02-936";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;7,02;25;"01-460";"p/z ryż basmati 4x100g cenos";713630;5900977010789;"RICE";"long-grain rice"
2025-07-21;4,51;26;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-07-21;18,92;19;"02-127";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;5,52;105;"02-183";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-07-21;8,11;21;"02-183";"ryż czarny jaśminowy 2x100g sonko";626889;5902180700105;"RICE";"long-grain rice"
2025-07-21;3,81;66;"02-127";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-07-21;3,81;330;"01-460";"ryż biały długoziarnisty 500g  mp";418833;5904215135371;"RICE";"long-grain rice"
2025-07-21;7,22;97;"02-936";"ryż jaśminowy 4x100g kupiec";283336;5902172000329;"RICE";"long-grain rice"
2025-07-21;6,22;26;"02-936";"ryż pełnoziarnisty 4x100g kupiec";10723;5906747171261;"RICE";"long-grain rice"
2025-07-21;3,52;77;"01-460";"ryż biały długoziarnisty 4x100g  mp";384187;5904215135364;"RICE";"long-grain rice"
2025-07-21;17,92;31;"01-460";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;6,81;131;"01-460";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-07-21;5,83;196;"01-460";"ryż jaśminowy 4x100g cenos";444991;5900977005525;"RICE";"long-grain rice"
2025-07-21;4,52;90;"01-460";"ryż jaśminowy 4x100g  mp";2291;5904215170822;"RICE";"long-grain rice"
2025-07-21;5,52;93;"02-127";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-07-21;6,72;73;"02-183";"ryż basmati 500g  mp";447624;5904215135517;"RICE";"long-grain rice"
2025-07-21;5,51;107;"02-183";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-07-21;13,42;31;"01-460";"ryż jaśminowy 500g ben's";166120;5410673007346;"RICE";"long-grain rice"
2025-07-21;11,92;31;"01-460";"ryż pełnoziarnisty 500g ben's";166039;5410673007766;"RICE";"long-grain rice"
2025-07-21;4,02;515;"01-460";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-07-21;4,21;135;"02-183";"ryż biały długi 4x100g cenos";684461;5900977001619;"RICE";"long-grain rice"
2025-07-21;18,92;18;"02-936";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;7,72;80;"02-183";"ryż basmati 500g 500g lestello";971559;5902609000472;"RICE";"long-grain rice"
2025-07-21;5,51;133;"02-936";"ryż basmati 4x100g  mp";447621;5904215135531;"RICE";"long-grain rice"
2025-07-21;6,81;41;"02-183";"ryż risotto 400g kupiec";663840;5906747176723;"RICE";"long-grain rice"
2025-07-21;15,02;31;"02-183";"ryż jaśminowy 1kg gourmet";516740;8851613005737;"RICE";"long-grain rice"
2025-07-21;17,02;25;"02-183";"ryz jaśminowy tajski 1kg smart chef";642251;850164000503;"RICE";"long-grain rice"
2025-07-21;14,42;19;"01-460";"ryż risotto 500g ben's";166026;5410673007780;"RICE";"long-grain rice"
2025-07-21;20,52;31;"01-460";"ryż długoziarnisty 1kg ben's";166016;5410673007742;"RICE";"long-grain rice"
2025-07-21;6,82;93;"02-127";"ryż basmati 4x100g kupiec";230965;5902172001111;"RICE";"long-grain rice"
2025-07-21;8,11;35;"01-460";"ryż czarny jaśminowy 2x100g sonko";626889;5902180700105;"RICE";"long-grain rice"
